transaction_date,transaction_type,category,amount
2024-09-01,Inflow,Rent,32385.17
2023-02-01,Inflow,Utilities,31071.89
2024-08-31,Inflow,Vendor Payments,10331.11
2024-02-05,Inflow,Vendor Payments,2489.55
2023-11-08,Inflow,Rent,30781.02
2023-06-01,Inflow,Payroll,16571.69
2023-10-24,Inflow,Marketing,9026.19
2022-11-02,Outflow,Sales,4945.57
2022-12-24,Outflow,Vendor Payments,808.74
2023-02-23,Inflow,Rent,17280.87
2023-10-04,Outflow,Marketing,13788.62
2023-05-22,Outflow,Payroll,27949.86
2022-11-08,Inflow,Sales,39073.62
2023-12-05,Inflow,Sales,8509.27
2022-09-02,Inflow,Vendor Payments,9948.53
2023-04-22,Outflow,Vendor Payments,13690.91
2023-09-07,Inflow,Utilities,18797.72
2023-03-12,Outflow,Rent,27998.64
2022-09-07,Outflow,Sales,14275.65
2024-11-11,Outflow,Payroll,4436.76
2023-04-22,Inflow,Payroll,29294.56
2023-05-26,Inflow,Rent,31847.27
2024-02-13,Inflow,Sales,10131.65
2024-07-12,Inflow,Vendor Payments,5729.22
2024-12-01,Outflow,Utilities,21253.7
2022-03-15,Outflow,Payroll,8570.08
2024-03-19,Outflow,Marketing,15154.29
2024-04-10,Inflow,Rent,31161.24
2024-11-11,Inflow,Payroll,9018.4
2022-08-08,Outflow,Marketing,32308.49
2022-03-20,Outflow,Marketing,27058.59
2022-08-23,Inflow,Payroll,9023.12
2022-06-06,Outflow,Rent,21198.26
2022-11-23,Inflow,Marketing,24678.61
2023-10-04,Inflow,Marketing,8250.96
2023-09-13,Outflow,Sales,6054.49
2024-09-11,Outflow,Utilities,21387.37
2024-11-09,Inflow,Utilities,27845.49
2023-08-29,Outflow,Utilities,18763.23
2024-05-13,Outflow,Sales,3080.56
2024-01-19,Inflow,Utilities,37030.94
2024-07-03,Outflow,Sales,27890.13
2024-06-17,Inflow,Marketing,24961.49
2024-09-24,Inflow,Marketing,25851.99
2024-05-09,Outflow,Rent,16124.64
2023-07-27,Inflow,Vendor Payments,39380.7
2022-02-07,Inflow,Sales,5567.36
2022-04-28,Inflow,Utilities,29643.91
2023-01-25,Outflow,Vendor Payments,17008.78
2023-11-11,Inflow,Sales,35279.51
2023-01-12,Inflow,Utilities,28775.27
2024-04-28,Outflow,Sales,22621.41
2023-01-11,Inflow,Utilities,37526.44
2023-08-18,Inflow,Rent,36524.0
2024-01-17,Inflow,Rent,2377.66
2024-12-01,Inflow,Payroll,7945.75
2023-04-03,Outflow,Sales,27139.05
2024-11-17,Inflow,Sales,36897.03
2024-01-11,Inflow,Sales,17384.1
2023-09-21,Inflow,Rent,1820.72
2022-11-22,Outflow,Utilities,25838.9
2023-09-11,Inflow,Sales,8029.07
2022-11-21,Inflow,Payroll,22227.17
2023-05-31,Outflow,Marketing,15571.93
2024-01-16,Inflow,Payroll,22453.67
2022-09-05,Inflow,Utilities,37317.72
2023-02-02,Outflow,Marketing,19586.28
2023-08-05,Outflow,Rent,1670.79
2022-07-22,Inflow,Utilities,23362.44
2022-08-09,Outflow,Vendor Payments,13232.1
2024-05-16,Outflow,Utilities,31191.95
2022-09-20,Outflow,Rent,18956.16
2022-10-23,Inflow,Vendor Payments,29732.42
2024-10-16,Outflow,Marketing,36380.19
2022-10-19,Outflow,Vendor Payments,14682.28
2023-11-15,Inflow,Marketing,39578.3
2024-05-25,Outflow,Utilities,6247.57
2024-11-20,Inflow,Vendor Payments,25864.09
2024-12-03,Outflow,Marketing,1680.27
2023-07-09,Outflow,Utilities,8758.35
2022-12-15,Inflow,Vendor Payments,25461.01
2022-08-07,Inflow,Marketing,2133.81
2024-10-19,Inflow,Payroll,4340.95
2023-03-26,Inflow,Sales,11853.12
2023-05-19,Inflow,Payroll,23152.79
2022-03-27,Inflow,Rent,934.51
2023-06-07,Outflow,Vendor Payments,19449.46
2023-04-06,Outflow,Utilities,25142.03
2024-10-10,Inflow,Marketing,16280.15
2023-09-22,Outflow,Payroll,2985.3
2022-09-09,Outflow,Payroll,24551.72
2022-01-18,Inflow,Utilities,24351.67
2023-05-15,Inflow,Marketing,20389.88
2023-04-03,Inflow,Vendor Payments,27817.88
2022-04-25,Inflow,Utilities,8549.73
2024-01-23,Outflow,Rent,27238.07
2024-02-08,Inflow,Rent,6709.75
2023-03-23,Outflow,Utilities,15889.94
2022-12-19,Outflow,Rent,2982.4
2023-09-17,Inflow,Marketing,32819.36
2023-06-25,Inflow,Payroll,21667.87
2022-11-18,Outflow,Utilities,38850.65
2022-08-14,Outflow,Rent,37710.37
2022-12-27,Inflow,Payroll,39942.88
2024-04-13,Outflow,Utilities,4320.27
2022-04-22,Outflow,Rent,24381.24
2022-07-31,Inflow,Rent,16480.74
2024-08-05,Inflow,Utilities,21446.78
2022-06-08,Inflow,Vendor Payments,12558.06
2023-07-26,Inflow,Marketing,2208.33
2023-11-01,Outflow,Vendor Payments,28397.69
2024-06-29,Inflow,Payroll,38642.94
2024-10-19,Inflow,Payroll,21435.56
2023-02-08,Inflow,Utilities,13384.32
2023-02-08,Inflow,Marketing,37549.65
2023-08-24,Inflow,Rent,14777.26
2022-07-12,Outflow,Marketing,36606.81
2024-09-26,Inflow,Rent,34270.93
2023-06-07,Inflow,Sales,21289.83
2022-12-16,Inflow,Sales,27171.84
2022-11-12,Inflow,Marketing,28102.6
2024-07-31,Inflow,Sales,25751.34
2024-07-01,Outflow,Sales,6681.77
2023-10-14,Outflow,Payroll,27803.22
2023-09-27,Outflow,Rent,427.76
2024-10-07,Inflow,Utilities,28488.46
2023-08-16,Outflow,Sales,22326.99
2023-03-20,Outflow,Vendor Payments,10612.49
2023-09-13,Outflow,Payroll,32209.44
2024-01-26,Inflow,Rent,16389.57
2023-05-12,Inflow,Payroll,19585.35
2024-02-12,Outflow,Vendor Payments,1398.68
2023-01-09,Outflow,Utilities,16232.39
2022-07-03,Outflow,Rent,6944.3
2022-02-01,Inflow,Marketing,11262.89
2022-10-10,Inflow,Marketing,10309.94
2024-04-15,Outflow,Payroll,2127.03
2024-05-22,Inflow,Utilities,18581.63
2023-11-17,Outflow,Marketing,21046.92
2023-04-07,Inflow,Rent,22971.19
2024-05-20,Outflow,Vendor Payments,18650.12
2024-09-10,Inflow,Vendor Payments,34820.22
2023-01-03,Inflow,Marketing,1795.89
2023-10-20,Inflow,Sales,24668.2
2022-06-15,Outflow,Sales,34685.43
2024-09-26,Inflow,Utilities,1929.3
2023-08-25,Outflow,Sales,20003.39
2023-08-17,Inflow,Marketing,23684.38
2022-05-06,Outflow,Marketing,7878.96
2022-02-07,Inflow,Marketing,10324.25
2022-12-14,Inflow,Rent,31488.06
2024-01-07,Outflow,Sales,22825.69
2024-01-04,Outflow,Payroll,12836.41
2023-03-02,Outflow,Utilities,30660.78
2023-10-10,Inflow,Rent,29944.61
2022-10-13,Outflow,Utilities,14012.45
2022-11-16,Outflow,Utilities,19699.31
2023-05-27,Outflow,Rent,26681.4
2022-08-13,Outflow,Marketing,13926.99
2023-05-21,Outflow,Marketing,25271.67
2024-01-12,Inflow,Rent,10267.63
2024-10-25,Inflow,Marketing,11893.23
2023-04-13,Outflow,Sales,12633.7
2024-07-26,Outflow,Rent,37461.37
2024-02-04,Outflow,Utilities,33396.78
2022-06-12,Inflow,Rent,22737.09
2023-10-15,Outflow,Rent,22685.73
2024-06-19,Outflow,Marketing,2529.02
2024-03-18,Inflow,Rent,26085.47
2022-03-23,Inflow,Payroll,13326.36
2023-04-26,Outflow,Payroll,24608.28
2023-05-31,Inflow,Sales,33657.28
2022-07-06,Inflow,Rent,2106.28
2022-05-26,Inflow,Rent,24400.42
2024-10-02,Inflow,Utilities,22698.76
2022-06-01,Inflow,Marketing,8508.63
2022-04-03,Outflow,Utilities,25963.39
2024-11-20,Inflow,Vendor Payments,22326.96
2023-06-24,Outflow,Utilities,30762.61
2023-10-11,Inflow,Vendor Payments,4691.56
2023-08-25,Outflow,Rent,17911.21
2022-02-18,Inflow,Sales,39917.94
2023-06-25,Outflow,Payroll,27664.45
2022-06-05,Inflow,Rent,27466.64
2024-02-14,Inflow,Rent,12919.48
2023-06-30,Inflow,Sales,4027.36
2023-10-12,Outflow,Sales,37994.93
2024-09-27,Inflow,Vendor Payments,4487.21
2024-12-16,Outflow,Rent,39710.44
2022-06-24,Inflow,Rent,5293.5
2022-01-27,Inflow,Marketing,7085.02
2022-05-27,Inflow,Payroll,12542.17
2024-05-17,Outflow,Marketing,20641.3
2022-09-22,Inflow,Marketing,31678.95
2022-09-15,Inflow,Payroll,38849.03
2024-04-06,Outflow,Rent,14545.35
2024-01-13,Inflow,Vendor Payments,1110.4
2023-12-11,Outflow,Payroll,24782.18
2024-12-29,Inflow,Sales,28518.36
2024-11-14,Outflow,Rent,16078.54
2022-08-07,Outflow,Payroll,7584.0
2023-07-15,Inflow,Payroll,12448.82
2024-06-10,Inflow,Utilities,26335.25
2024-11-29,Outflow,Payroll,19919.06
2023-08-20,Outflow,Vendor Payments,29813.93
2022-12-09,Inflow,Marketing,8961.36
2023-05-18,Outflow,Marketing,33726.83
2023-03-26,Inflow,Utilities,6488.63
2022-12-02,Outflow,Payroll,13397.64
2022-01-04,Outflow,Payroll,23770.94
2024-01-29,Outflow,Marketing,29553.47
2023-06-01,Outflow,Vendor Payments,10867.4
2022-08-26,Outflow,Rent,37940.35
2022-04-13,Inflow,Marketing,28332.62
2024-10-06,Outflow,Payroll,8941.7
2024-11-23,Inflow,Vendor Payments,29112.89
2023-06-02,Inflow,Vendor Payments,27944.45
2023-03-16,Inflow,Utilities,30181.56
2022-08-13,Outflow,Payroll,36660.46
2023-07-19,Outflow,Sales,28555.17
2024-12-18,Inflow,Vendor Payments,14270.84
2022-09-03,Inflow,Marketing,31683.54
2024-07-16,Inflow,Sales,27925.71
2024-08-10,Inflow,Utilities,23098.09
2024-03-29,Outflow,Rent,14347.17
2022-08-04,Outflow,Marketing,36865.65
2022-10-10,Outflow,Utilities,20656.36
2023-07-27,Inflow,Utilities,25235.7
2023-01-17,Outflow,Utilities,16789.91
2024-12-04,Inflow,Payroll,31298.37
2022-06-21,Outflow,Sales,13839.27
2022-02-13,Outflow,Utilities,32482.19
2022-08-16,Outflow,Utilities,4585.27
2023-07-28,Outflow,Utilities,28445.79
2022-11-13,Inflow,Marketing,19232.22
2024-01-01,Outflow,Utilities,28040.52
2023-08-24,Inflow,Vendor Payments,21396.41
2023-09-16,Inflow,Payroll,5631.96
2023-04-12,Inflow,Sales,19236.56
2022-10-24,Inflow,Vendor Payments,38592.99
2023-06-29,Outflow,Utilities,30267.17
2023-05-04,Inflow,Payroll,12217.51
2024-10-16,Inflow,Payroll,37781.33
2022-08-03,Inflow,Sales,31224.17
2024-10-22,Outflow,Sales,14768.55
2023-10-23,Outflow,Sales,24261.89
2023-10-16,Inflow,Marketing,17239.42
2024-03-12,Outflow,Payroll,4138.61
2022-12-07,Outflow,Utilities,32299.37
2023-12-05,Inflow,Rent,7885.8
2023-02-11,Outflow,Vendor Payments,18484.12
2024-05-02,Inflow,Sales,28194.73
2022-11-02,Inflow,Payroll,37308.88
2024-05-23,Outflow,Utilities,2790.23
2023-05-10,Inflow,Vendor Payments,15911.37
2023-08-01,Inflow,Rent,24701.51
2023-06-25,Outflow,Vendor Payments,31238.58
2024-02-07,Outflow,Rent,36860.97
2024-06-14,Inflow,Utilities,319.74
2023-03-31,Outflow,Sales,25222.21
2022-10-26,Inflow,Marketing,575.4
2023-03-03,Inflow,Rent,31554.03
2023-12-17,Outflow,Sales,6241.76
2024-01-27,Outflow,Vendor Payments,35816.44
2022-01-31,Inflow,Utilities,6458.43
2022-11-28,Outflow,Vendor Payments,30643.86
2022-02-21,Outflow,Vendor Payments,11785.37
2022-08-31,Outflow,Utilities,22422.98
2024-02-14,Inflow,Utilities,24454.84
2023-11-17,Outflow,Marketing,8508.4
2023-07-27,Outflow,Payroll,12158.27
2024-05-21,Outflow,Rent,4568.06
2023-12-01,Outflow,Utilities,509.97
2023-06-03,Inflow,Payroll,9806.88
2023-08-18,Inflow,Vendor Payments,20785.29
2022-10-10,Inflow,Marketing,28629.81
2023-08-22,Inflow,Sales,31804.32
2022-05-28,Outflow,Marketing,3069.71
2022-03-11,Outflow,Utilities,11114.79
2022-08-22,Outflow,Payroll,30877.89
2023-11-10,Inflow,Vendor Payments,19390.49
2023-09-28,Inflow,Rent,7532.82
2023-04-12,Inflow,Marketing,15870.9
2023-07-11,Outflow,Payroll,11020.36
2024-06-12,Outflow,Payroll,2310.94
2024-04-15,Outflow,Sales,30616.0
2023-09-10,Inflow,Rent,11880.24
2022-05-14,Outflow,Payroll,37821.71
2022-01-08,Inflow,Rent,35558.56
2022-01-28,Inflow,Vendor Payments,28736.22
2024-02-22,Inflow,Utilities,13267.39
2023-06-25,Inflow,Marketing,11412.97
2023-09-19,Outflow,Payroll,19168.28
2024-11-23,Outflow,Vendor Payments,14377.72
2022-01-07,Inflow,Sales,36075.99
2022-02-09,Inflow,Rent,5202.76
2024-06-27,Inflow,Utilities,29061.36
2022-03-03,Inflow,Vendor Payments,24552.6
2023-01-14,Outflow,Rent,32310.16
2022-11-18,Outflow,Utilities,21836.75
2024-01-03,Inflow,Rent,25292.76
2024-04-18,Inflow,Payroll,38520.8
2023-02-23,Inflow,Rent,3950.87
2022-01-20,Inflow,Vendor Payments,4463.17
2023-02-16,Outflow,Sales,15926.23
2023-07-03,Outflow,Payroll,19067.49
2023-08-28,Inflow,Marketing,8234.92
2022-12-23,Inflow,Sales,3581.91
2022-07-20,Inflow,Vendor Payments,1180.4
2024-12-07,Inflow,Payroll,30654.31
2024-02-04,Inflow,Utilities,19556.78
2022-08-19,Outflow,Utilities,33783.12
2022-10-30,Outflow,Rent,14625.24
2023-01-22,Inflow,Sales,28226.81
2023-12-16,Inflow,Payroll,19694.26
2024-07-13,Inflow,Marketing,24599.18
2022-02-27,Inflow,Marketing,14996.81
2023-03-10,Outflow,Marketing,3522.44
2023-06-06,Outflow,Utilities,37910.73
2024-02-07,Inflow,Payroll,33492.77
2024-04-08,Outflow,Sales,12682.1
2023-04-28,Outflow,Rent,38360.51
2023-01-02,Inflow,Sales,12229.4
2024-06-07,Inflow,Rent,17886.7
2024-06-01,Inflow,Sales,30278.89
2023-02-15,Outflow,Sales,12567.47
2022-07-02,Outflow,Payroll,13182.97
2022-06-07,Outflow,Marketing,16580.26
2022-01-13,Outflow,Marketing,18895.06
2023-07-20,Outflow,Marketing,5207.56
2024-05-21,Inflow,Marketing,994.42
2023-07-09,Outflow,Sales,36790.54
2023-11-09,Outflow,Marketing,14321.59
2024-05-12,Inflow,Sales,4337.04
2023-09-10,Inflow,Rent,30439.1
2022-07-23,Inflow,Vendor Payments,12013.91
2024-08-14,Inflow,Vendor Payments,7512.06
2022-10-29,Outflow,Rent,38515.66
2024-12-02,Inflow,Sales,36845.55
2024-03-05,Outflow,Marketing,4498.11
2023-08-20,Inflow,Payroll,36001.62
2023-12-30,Outflow,Sales,35667.44
2023-05-21,Outflow,Sales,25484.67
2023-10-01,Outflow,Rent,21330.6
2022-07-10,Inflow,Rent,8932.31
2024-06-17,Outflow,Payroll,5118.96
2022-03-01,Inflow,Marketing,24372.85
2022-03-03,Outflow,Vendor Payments,32931.7
2022-10-29,Inflow,Utilities,27639.16
2023-09-30,Outflow,Marketing,7477.78
2024-09-25,Outflow,Marketing,11813.74
2022-06-21,Outflow,Utilities,21992.78
2022-03-04,Outflow,Utilities,25112.2
2024-02-11,Inflow,Sales,3168.43
2022-01-16,Inflow,Payroll,24677.85
2023-11-22,Inflow,Sales,29531.88
2024-04-21,Inflow,Rent,7499.91
2024-06-17,Outflow,Utilities,10074.88
2024-07-21,Outflow,Vendor Payments,10578.19
2022-06-24,Outflow,Payroll,37610.47
2023-02-21,Inflow,Payroll,16458.54
2023-03-27,Inflow,Marketing,21363.69
2024-04-15,Outflow,Sales,29055.28
2022-10-07,Outflow,Marketing,15046.97
2022-09-01,Inflow,Marketing,4490.56
2023-11-06,Outflow,Payroll,26276.58
2022-05-26,Inflow,Vendor Payments,26790.74
2024-12-26,Inflow,Rent,10643.75
2022-04-13,Outflow,Marketing,1698.59
2022-11-06,Outflow,Utilities,26714.52
2022-04-27,Outflow,Vendor Payments,28225.99
2024-02-02,Inflow,Utilities,1334.78
2024-01-08,Inflow,Marketing,27819.38
2022-07-06,Inflow,Vendor Payments,37575.46
2024-02-24,Outflow,Sales,7397.78
2023-12-08,Inflow,Utilities,20996.55
2024-05-25,Outflow,Rent,27962.03
2024-03-06,Outflow,Payroll,9434.15
2023-04-18,Outflow,Sales,30136.49
2023-07-10,Inflow,Marketing,34763.11
2023-11-13,Inflow,Marketing,32637.67
2022-04-04,Outflow,Rent,10578.29
2024-01-06,Outflow,Utilities,32227.39
2024-02-29,Outflow,Utilities,16709.73
2022-02-07,Inflow,Rent,10878.6
2024-02-21,Outflow,Rent,6968.47
2023-04-27,Inflow,Marketing,36386.56
2022-04-21,Inflow,Marketing,17247.83
2023-02-14,Outflow,Payroll,34669.53
2023-02-01,Inflow,Rent,6633.94
2022-02-11,Inflow,Vendor Payments,30749.64
2022-02-10,Inflow,Payroll,4667.53
2023-02-03,Inflow,Vendor Payments,997.33
2022-07-01,Inflow,Sales,39803.46
2024-01-14,Inflow,Rent,3219.43
2023-12-19,Inflow,Payroll,18623.16
2023-04-09,Outflow,Utilities,35171.9
2024-12-09,Outflow,Payroll,32829.37
2022-10-25,Outflow,Sales,19005.68
2022-05-25,Inflow,Sales,24550.69
2022-01-16,Inflow,Sales,25299.33
2024-12-11,Outflow,Payroll,4660.05
2022-04-17,Inflow,Marketing,11610.69
2022-08-07,Inflow,Vendor Payments,12249.03
2024-07-23,Inflow,Utilities,15311.69
2022-12-03,Inflow,Utilities,11174.53
2024-07-09,Outflow,Vendor Payments,10284.49
2023-01-06,Outflow,Utilities,14384.98
2024-09-24,Outflow,Sales,15355.29
2024-03-20,Outflow,Utilities,19642.8
2022-09-11,Outflow,Marketing,7189.36
2023-08-03,Inflow,Marketing,31596.97
2023-09-28,Inflow,Sales,34468.51
2024-11-19,Outflow,Rent,10152.15
2022-07-04,Inflow,Payroll,5195.04
2023-04-19,Outflow,Rent,28975.79
2024-09-11,Inflow,Marketing,36992.53
2024-09-10,Outflow,Sales,1695.39
2023-05-17,Outflow,Payroll,873.11
2024-05-23,Inflow,Vendor Payments,7581.99
2022-12-16,Outflow,Utilities,27486.26
2022-03-01,Outflow,Marketing,38601.81
2024-05-28,Outflow,Payroll,30090.12
2023-04-10,Outflow,Payroll,23049.39
2022-11-07,Inflow,Rent,28111.81
2024-07-19,Outflow,Vendor Payments,9458.72
2024-08-22,Inflow,Rent,27635.51
2022-10-07,Outflow,Rent,13061.36
2023-12-12,Outflow,Rent,9130.16
2024-08-24,Inflow,Rent,9691.27
2023-11-26,Outflow,Marketing,26811.17
2024-06-28,Outflow,Vendor Payments,30758.86
2023-07-21,Outflow,Rent,23397.54
2022-09-28,Outflow,Marketing,2835.05
2024-09-06,Outflow,Utilities,1808.97
2024-12-12,Inflow,Marketing,8921.52
2024-04-20,Outflow,Payroll,11672.81
2024-09-30,Outflow,Payroll,16371.35
2022-08-28,Outflow,Sales,3318.31
2022-12-27,Inflow,Marketing,29088.8
2024-01-04,Inflow,Sales,28546.48
2024-05-01,Outflow,Marketing,14063.1
2024-05-09,Inflow,Rent,22651.2
2023-12-02,Inflow,Rent,4306.36
2024-04-15,Outflow,Sales,16784.18
2024-04-02,Inflow,Rent,34345.32
2022-04-07,Inflow,Rent,26526.71
2022-11-23,Inflow,Payroll,4426.57
2022-03-14,Inflow,Rent,33948.85
2024-09-20,Inflow,Payroll,27323.64
2024-09-20,Inflow,Vendor Payments,18286.33
2022-11-29,Outflow,Marketing,27776.01
2023-04-03,Outflow,Payroll,7160.96
2024-01-04,Inflow,Utilities,22154.31
2024-05-25,Inflow,Utilities,24831.7
2024-05-07,Outflow,Payroll,37131.47
2022-04-09,Inflow,Payroll,2955.6
2024-01-02,Inflow,Utilities,15178.87
2024-07-13,Inflow,Marketing,37491.54
2022-09-01,Inflow,Marketing,8923.68
2023-10-24,Outflow,Marketing,32584.05
2024-10-02,Outflow,Utilities,363.74
2023-01-02,Inflow,Rent,1327.6
2023-05-14,Inflow,Payroll,13306.63
2022-04-23,Outflow,Marketing,30809.6
2024-08-02,Inflow,Vendor Payments,4434.5
2024-11-13,Inflow,Utilities,15499.29
2022-10-10,Outflow,Marketing,5519.29
2023-02-05,Inflow,Sales,9176.66
2023-07-22,Outflow,Sales,20268.87
2024-12-13,Inflow,Payroll,12969.81
2023-12-15,Inflow,Payroll,8712.93
2023-02-26,Outflow,Payroll,15921.83
2024-04-28,Inflow,Rent,28131.88
2023-04-20,Inflow,Utilities,5040.9
2023-02-09,Outflow,Sales,19339.9
2022-02-05,Inflow,Sales,11206.37
2022-12-24,Outflow,Payroll,15331.25
2023-07-12,Inflow,Utilities,32915.74
2024-12-03,Outflow,Sales,37210.28
2022-11-16,Outflow,Sales,9946.22
2024-01-08,Inflow,Rent,25309.85
2023-10-20,Outflow,Vendor Payments,27164.09
2023-04-17,Outflow,Payroll,33746.69
2023-06-09,Inflow,Vendor Payments,35991.99
2022-01-25,Outflow,Vendor Payments,18879.27
2023-10-02,Outflow,Rent,39308.25
2024-05-25,Inflow,Sales,38841.91
2022-06-23,Outflow,Payroll,20406.78
2022-07-05,Inflow,Marketing,21818.68
2024-09-27,Outflow,Vendor Payments,26809.67
2023-06-12,Inflow,Utilities,15140.5
2024-08-29,Inflow,Vendor Payments,26583.14
2023-11-15,Inflow,Rent,20717.13
2022-07-05,Inflow,Vendor Payments,1706.84
2023-07-29,Outflow,Vendor Payments,34153.34
2022-11-05,Inflow,Vendor Payments,37635.7
2023-06-22,Inflow,Rent,1341.29
2024-05-07,Inflow,Sales,31633.69
2022-07-12,Inflow,Utilities,15616.79
2022-02-22,Outflow,Vendor Payments,23549.58
2023-04-20,Inflow,Payroll,20149.8
2022-06-23,Outflow,Utilities,22187.03
2023-12-01,Inflow,Vendor Payments,19958.9
2023-01-25,Outflow,Vendor Payments,34179.0
2023-04-02,Inflow,Payroll,27435.22
2024-11-18,Outflow,Rent,16681.7
2022-05-02,Inflow,Marketing,27636.17
2023-02-22,Inflow,Payroll,38612.4
2022-06-08,Outflow,Marketing,3488.24
2023-08-21,Outflow,Sales,15707.17
2023-05-31,Inflow,Sales,34857.03
2024-10-22,Outflow,Vendor Payments,29640.49
2023-10-21,Outflow,Utilities,37416.68
2023-11-09,Inflow,Vendor Payments,1880.45
2022-11-11,Inflow,Rent,34552.19
2022-11-24,Inflow,Marketing,31734.41
2022-10-03,Inflow,Sales,32657.05
2023-12-17,Inflow,Sales,24011.33
2023-03-28,Inflow,Vendor Payments,2361.11
2023-05-01,Inflow,Vendor Payments,21703.46
2023-07-21,Inflow,Rent,16487.72
2022-09-03,Inflow,Vendor Payments,21223.56
2024-07-23,Inflow,Utilities,29689.75
2024-06-07,Inflow,Vendor Payments,23959.64
2022-06-13,Outflow,Utilities,11914.75
2023-06-11,Inflow,Utilities,24100.44
2022-01-01,Outflow,Rent,3600.6
2024-05-12,Outflow,Vendor Payments,513.03
2022-05-17,Inflow,Utilities,16240.66
2022-05-31,Inflow,Utilities,30360.3
2024-09-30,Outflow,Vendor Payments,32958.58
2024-11-07,Inflow,Vendor Payments,22128.62
2024-09-25,Inflow,Marketing,34759.87
2023-11-29,Inflow,Sales,5298.82
2024-12-24,Inflow,Payroll,38575.0
2022-11-29,Inflow,Sales,36893.89
2023-01-07,Outflow,Marketing,24089.72
2023-08-04,Inflow,Payroll,2631.27
2023-11-17,Outflow,Sales,18331.85
2023-12-10,Inflow,Rent,7417.14
2024-07-16,Inflow,Marketing,25248.48
2024-01-10,Inflow,Rent,7841.62
2022-09-28,Outflow,Rent,19427.37
2023-12-12,Inflow,Sales,8463.39
2022-11-21,Inflow,Utilities,7519.25
2024-09-16,Inflow,Payroll,10142.57
2024-03-08,Inflow,Utilities,1459.1
2024-07-08,Inflow,Vendor Payments,28729.76
2023-07-01,Outflow,Vendor Payments,12477.04
2024-12-28,Inflow,Marketing,28014.89
2024-06-26,Inflow,Rent,26243.09
2022-07-31,Outflow,Marketing,2924.67
2023-08-20,Outflow,Sales,12687.78
2022-02-17,Inflow,Rent,22804.36
2022-08-19,Outflow,Vendor Payments,36760.53
2023-08-02,Inflow,Sales,16232.39
2024-08-07,Outflow,Sales,20340.22
2024-07-20,Inflow,Utilities,30081.3
2022-02-21,Outflow,Marketing,32190.83
2023-02-26,Outflow,Marketing,36956.62
2023-09-03,Inflow,Utilities,20038.42
2023-03-22,Inflow,Payroll,7995.37
2024-08-18,Inflow,Vendor Payments,30647.52
2022-05-11,Inflow,Vendor Payments,5285.34
2023-08-23,Outflow,Marketing,16908.19
2023-01-09,Inflow,Vendor Payments,25240.06
2023-07-05,Inflow,Vendor Payments,27766.69
2023-06-14,Outflow,Sales,29401.2
2023-01-22,Outflow,Utilities,7983.24
2022-12-02,Inflow,Utilities,39271.47
2024-01-06,Outflow,Rent,7383.22
2024-10-21,Inflow,Rent,4114.11
2024-06-14,Outflow,Payroll,26662.8
2023-06-22,Outflow,Rent,36427.0
2023-05-11,Outflow,Utilities,22507.53
2024-11-01,Outflow,Vendor Payments,23940.65
2023-05-23,Inflow,Utilities,21677.84
2023-11-12,Inflow,Sales,1997.1
2023-07-19,Inflow,Utilities,27348.07
2024-02-20,Outflow,Rent,14520.51
2024-01-30,Outflow,Vendor Payments,37446.25
2022-05-08,Inflow,Utilities,7715.56
2022-05-26,Inflow,Vendor Payments,12294.0
2023-05-14,Outflow,Marketing,20342.73
2024-08-23,Inflow,Utilities,19251.0
2023-07-14,Outflow,Marketing,16192.1
2024-07-12,Outflow,Rent,12781.8
2023-02-07,Inflow,Marketing,6143.23
2024-09-02,Inflow,Vendor Payments,32890.6
2022-12-08,Outflow,Vendor Payments,18116.16
2024-12-07,Inflow,Marketing,23046.38
2023-06-25,Inflow,Sales,21998.15
2023-05-26,Inflow,Marketing,23146.91
2022-01-19,Inflow,Sales,28282.16
2023-05-10,Inflow,Marketing,25286.43
2022-12-21,Outflow,Vendor Payments,11173.95
2023-07-13,Outflow,Utilities,22282.28
2022-12-11,Inflow,Vendor Payments,10007.16
2024-12-19,Outflow,Marketing,23676.81
2023-11-19,Inflow,Payroll,17447.8
2022-08-17,Inflow,Sales,1864.91
2022-05-27,Inflow,Payroll,29439.23
2022-11-28,Outflow,Vendor Payments,11204.26
2023-03-09,Outflow,Sales,36831.72
2023-02-03,Inflow,Utilities,11438.12
2024-04-15,Inflow,Marketing,39865.92
2023-08-10,Outflow,Sales,18679.16
2023-08-22,Inflow,Sales,1348.37
2024-01-27,Outflow,Rent,3327.88
2022-12-12,Inflow,Utilities,3558.89
2024-11-02,Outflow,Sales,2531.71
2024-01-08,Inflow,Utilities,10931.24
2023-01-15,Inflow,Vendor Payments,13186.18
2023-02-25,Outflow,Utilities,4718.05
2024-10-07,Inflow,Payroll,17693.82
2023-02-22,Inflow,Payroll,14804.43
2022-12-22,Inflow,Utilities,25562.06
2022-01-16,Inflow,Marketing,8075.82
2022-11-11,Inflow,Rent,36585.22
2023-06-17,Inflow,Payroll,20784.83
2024-11-05,Inflow,Payroll,25062.2
2023-06-29,Outflow,Sales,1868.96
2023-11-25,Inflow,Utilities,22495.82
2022-03-10,Inflow,Vendor Payments,14913.58
2023-02-15,Outflow,Utilities,36989.63
2024-12-11,Outflow,Utilities,35460.04
2024-12-24,Inflow,Vendor Payments,25614.65
2024-03-22,Inflow,Marketing,30783.7
2024-07-07,Inflow,Vendor Payments,25890.35
2024-04-26,Inflow,Payroll,973.63
